Unnamed: 0,ID,Training Source,Home Office/Metro Area,Organization Number,Organization,Capability,Function 2,Career Level,Function,Function Name,Title,Training Type,Training Provider,Training Delivery Type,Training Location,Course Name,Course URL / Code,Vendor Name,Conference Name,Course or Event Name,Certification Type,Certification Name,Certification URL,Is there a course with this certification?,Consolidated Course Name,Category,Activity,Support Group,Assigned To,Request Status,Start Date,End Date,Start Mo/Yr,End Mo/Yr,Start FY,End FY,Business Justification,What % of the conference is business development?,Training Hours,Travel Required,Individual Travel Hours,Rqst Tot Labor Hrs,Airfare,Hotel,Per Diem,Other,Estimated Individual Travel,Misc Expenses,Certification Fee,Conference Fee,Course Fee,Catering,Facility Rental,Vendor Charge,Direct Other Expenses,Describe Other Expenses,Direct Expense Impact,Rqst NPR Alloc,Rqst NPR OH,Cancel No Response,Created,Retroactive Start Date,Duplicates,Reporting Status
2109,TAS0013908,TAS,Southfield GS 3000 Town Ctr,01.01.207.008,TDL SAP,SAP,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,AWS Certified Solutions Architect - Associate Level,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Linux Academy,,,New,AWS Certified Solutions Architect - Associate,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Yes,AWS Certified Solutions Architect - Associate - AWS Certified Solutions Architect - Associate Level,Cloud,AWS Certification,TAS TDL SAP Approval Group,,Approved,3/9/17 0:00,7/31/17,07_Mar,11_Jul,FY17,FY17,Career growth,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,58.0,0,0,0,0,,,58.0,0.0,True,42803.45927,True,NO,2. Approved
2110,TAS0013996,TAS,Southfield GS 3000 Town Ctr,01.01.207.008,TDL SAP,SAP,TDL,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,AWS Certified Solutions Architect - Associate Level,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Linux Academy,,,New,AWS Certified Solutions Architect - Associate,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Yes,AWS Certified Solutions Architect - Associate - AWS Certified Solutions Architect - Associate Level,Cloud,AWS Certification,TAS TDL SAP Approval Group,,Approved,3/10/17 0:00,7/31/17,07_Mar,11_Jul,FY17,FY17,Career growth,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,58.0,0,0,0,0,,,58.0,0.0,True,42804.514689999996,True,NO,2. Approved
2111,TAS0014820,TAS,Southfield Corp 3000 Town Ctr,01.01.207.008,TDL SAP,SAP,TDL,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,AWS Certified Solutions Architect - Associate Level,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Linux Academy,,,New,AWS Certified Solutions Architect - Associate,https://aws.amazon.com/certification/certified-solutions-architect-associate/,Yes,AWS Certified Solutions Architect - Associate - AWS Certified Solutions Architect - Associate Level,Cloud,AWS Certification,TAS TDL SAP Approval Group,,Approved,3/28/17 0:00,7/28/17,07_Mar,11_Jul,FY17,FY17,Career growth,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0,58.0,0,0,0,0,,,58.0,170.0,True,42822.73878,True,NO,2. Approved
2112,TAS0009327,TAS,Columbus GS 250 West,01.01.207.008,TDL SAP,SAP,TDL,7,TD,Technology Delivery,Conference  -  Technology Delivery  -  Vendor,Conference,Vendor,,Las Vegas,,,SAP,SAP Tech Ed,,,,,,SAP Tech Ed,SAP,Conf - SAP TechED,TAS TDL SAP Approval Group,,Training Complete,9/19/16 0:00,9/23/16,01_Sep,01_Sep,FY17,FY17,Career growth,100.0,40.0,Yes,13.0,53.0,600.0,1170.0,288.0,200.0,2258.0,0.0,0.0,2795,0.0,0,0,0,0,,,0.0,5053.0,True,42613.79572,True,NO,3. Complete
2113,MyL0045594,MyLearning,,01.01.207.008,TDL SAP,SAP,TDL,10,TD,Technology Delivery,,Inclusion & Diversity,Accenture,Classroom,USA-Philadelphia,2017 International Women's Day - (A87251),A87251,,,,,,,,2017 International Women's Day - (A87251),I&D,IWD - Intl Women's Day,,,Training Complete,3/10/17 0:00,3/10/17,07_Mar,07_Mar,FY17,FY17,,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,,,,NO,3. Complete
2114,TAS0014332,TAS,Philadelphia Corp 2005 Market,01.01.207.008,TDL SAP,SAP,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,AWS Certified Solutions Architect -Associate Level,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Linux Academy,,,New,AWS Certified Solutions Architect ÛÒ Associate,https://aws.amazon.com/certification/certified-solutions-architect-associate/,Yes,AWS Certified Solutions Architect ÛÒ Associate - AWS Certified Solutions Architect -Associate Level,Cloud,AWS Certification,TAS TDL SAP Approval Group,,Approved,4/1/17 0:00,6/1/17,08_Apr,10_Jun,FY17,FY17,Career growth,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,58.0,0,0,0,0,,,58.0,0.0,True,42810.62045,True,NO,
2115,TAS0011919,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.008,TDL SAP,SAP,TDL,4,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,,ON BOARD! Professional Training,https://leadershiparlington.ejoinme.org/OBJan2017,Leadership Arlington,,,,,,,ON BOARD! Professional Training,Should not have been approved,ON BOARD! (vendor),TAS TDL SAP Approval Group,,Training Complete,1/24/17 0:00,1/24/17,05_Jan,05_Jan,FY17,FY17,Other,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,110.0,0,0,0,0,,,110.0,0.0,True,42758.599460000005,True,NO,3. Complete
2116,TAS0012480,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.008,TDL SAP,SAP,TDL,8,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,,SAP Federal Financials (IPSF15),https://training.sap.com/shop/course/ipsf15-federal-financials-classroom-002-us-en/,SAP,,,,,,,SAP Federal Financials (IPSF15),SAP,SAP Federal Financials,TAS TDL SAP Approval Group,,Training Complete,2/27/17 0:00,3/3/17,06_Feb,07_Mar,FY17,FY17,Career growth,,40.0,No,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1973.0,0,0,0,0,,,1973.0,0.0,True,42775.404930000004,True,NO,3. Complete
2117,TAS0015657,TAS,Houston Corp 1301 Fannin,01.01.207.008,TDL SAP,SAP,TDL,8,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,HA300 - SAP HANA Modeling - SAP HANA SPS12,https://training.sap.com/shop/course/ha300-sap-hana-modeling-classroom-012-us-en/,SAP America,,,,,,,HA300 - SAP HANA Modeling - SAP HANA SPS12,SAP,SAP HANA,TAS TDL SAP Approval Group,,Approved,5/8/17 0:00,5/12/17,09_May,09_May,FY17,FY17,Current project/role,,40.0,No,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3350.0,0,0,0,0,,,3350.0,0.0,True,42839.60418,True,NO,2. Approved
2118,TAS0015696,TAS,Whitehall AFS E Broad St,01.01.207.008,TDL SAP,SAP,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,AWS Certified Solutions Architect Associate,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Linux Academy,,,New,AWS Certified Solutions Architect Associate,https://aws.amazon.com/certification/certified-solutions-architect-associate/,Yes,AWS Certified Solutions Architect Associate - AWS Certified Solutions Architect Associate,Cloud,AWS Certification,TAS TDL SAP Approval Group,,Approved,4/15/17 0:00,6/15/17,08_Apr,10_Jun,FY17,FY17,Career growth,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,58.0,0,0,0,0,,,58.0,0.0,True,42839.68642,True,NO,2. Approved
2119,TAS0012078,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.008,TDL SAP,SAP,TDL,10,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,LR120 - LoadRunner 12.0 Essentials,http://h20546.www2.hp.com/main/onlinestore/item_details.cfm?ItemID=12915&EventID=80859&sitepick=US,HP,,,,,,,LR120 - LoadRunner 12.0 Essentials,Cert prep,HP Loadrunner 12.0 Essentials,TAS TDL SAP Approval Group,,Training Complete,2/6/17 0:00,2/10/17,06_Feb,06_Feb,FY17,FY17,Current project/role,,40.0,No,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3750.0,0,0,0,0,,,3750.0,0.0,True,42765.4995,True,NO,3. Complete
2120,TAS0015671,TAS,Whitehall AFS E Broad St,01.01.207.008,TDL SAP,SAP,TDL,7,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,FY17 RISE Leadership Journey ÛÒ LEARN and ENHANCE,A00746,,,,,,,,FY17 RISE Leadership Journey ÛÒ LEARN and ENHANCE,Leadership,RISE,TAS TDL SAP Approval Group,,Training Complete,4/21/17 0:00,4/21/17,08_Apr,08_Apr,FY17,FY17,Career growth,,12.0,No,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42839.66285,True,NO,3. Complete
2121,TAS0013320,TAS,Atlanta GS 75 Fifth,01.01.207.008,TDL SAP,SAP,TDL,6,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,,PluralSight license,A99056,,,,,,,,PluralSight license,No hours,Pluralsight,TAS TDL SAP Approval Group,,Training Complete,3/2/17 0:00,3/7/17,07_Mar,07_Mar,FY17,FY17,Other,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42796.568660000004,True,NO,3. Complete
2122,TAS0014445,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.008,TDL SAP,SAP,TDL,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,,PluralSight License,A99056,,,,,,,,PluralSight License,No hours,Pluralsight,TAS TDL SAP Approval Group,,Training Complete,3/20/17 0:00,3/23/17,07_Mar,07_Mar,FY17,FY17,Other,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42814.607130000004,True,NO,3. Complete
2123,TAS0013357,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,,PluralSight license,A99056,,,,,,,,PluralSight license,No hours,Pluralsight,TAS TDSADC Custom Approval Group,michael.g.fulton,Training Complete,3/2/17 0:00,3/7/17,07_Mar,07_Mar,FY17,FY17,Other,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42796.61844,True,NO,3. Complete
2124,TAS0008242,TAS,,01.01.207.008,TDL SAP,SAP,TDL,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,,,SAP America,,,New,FY16 SAP Learning Hub,Accenture myLearning,No,FY16 SAP Learning Hub,SAP,SAP Learning Hub,TAS TDL SAP Approval Group,,Training Complete,7/1/16 0:00,12/31/16,11_Jul,04_Dec,FY16,FY17,Other,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.75,0,0.0,0,0,0,0,,,0.0,346.75,True,42552.70666,True,NO,3. Complete
2125,TAS0012590,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,7,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,IBM Cognos BI for Consumers (v10.10,http://www.learnquest.com/course-detail.aspx?cnum=B5188,Learn Quest,,,,,,,IBM Cognos BI for Consumers (v10.10,Analytics/Big Data,Low hours - do on own time,TAS TDL Emerging Technology Approval Group,,Training Complete,2/15/17 0:00,3/15/17,06_Feb,07_Mar,FY17,FY17,Upcoming project/role,,2.4,No,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50.0,0,0,0,0,,,50.0,0.0,True,42779.31266,True,NO,3. Complete
2126,TAS0002883,TAS,Atlanta GS 75 Fifth,01.01.207.008,TDL SAP,SAP,TDL,7,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,FY16 SAP Learning Hub,https://mylearning.accenture.com/accenture/lang-en/management/LMS_ActDetails.asp?UserMode=0&ActId=11,SAP,,,,,,,FY16 SAP Learning Hub,SAP,SAP Learning Hub,TAS TDL SAP Approval Group,,Training Complete,9/13/16 0:00,12/31/16,01_Sep,04_Dec,FY17,FY17,Other,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,346.75,0,0,0,0,,,346.75,0.0,True,42301.75258,True,NO,3. Complete
2127,TAS0007460,TAS,Atlanta GS 75 Fifth,01.01.207.008,TDL SAP,SAP,TDL,6,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,,FY16 SAP Learning Hub,A87921,,,,,,,No,FY16 SAP Learning Hub,SAP,SAP Learning Hub,TAS TDL SAP Approval Group,,Approved,6/1/16 0:00,5/31/17,10_Jun,09_May,FY16,FY17,Other,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42516.65679,True,NO,2. Approved
2128,TAS0009118,TAS,Camden AFS 200 Federal,01.01.207.008,TDL SAP,SAP,TDL,10,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,FY16 SAP Learning Hub,A87921,"SAP America, Inc.",,,,,,,FY16 SAP Learning Hub,SAP,SAP Learning Hub,TAS TDL SAP Approval Group,,Approved,8/18/16 0:00,8/18/17,12_Aug,12_Aug,FY16,FY17,Upcoming project/role,,1.0,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,346.75,0,0,0,0,,,346.75,0.0,True,42600.60144,True,NO,2. Approved
2129,TAS0008461,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.008,TDL SAP,SAP,TDL,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,https://training.sap.com/shop/course/hub030-sap-learning-hub-professional-edition-public-cloud-versi,https://mylearning.accenture.com/atlas/Home.aspx#/activityDetails?referrer=search%253Ffilter%253DALL,SAP,,,,,,,https://training.sap.com/shop/course/hub030-sap-learning-hub-professional-edition-public-cloud-versi,Cert prep,SAP Learning Hub,TAS TDL SAP Approval Group,,Approved,7/18/16 0:00,7/18/17,11_Jul,11_Jul,FY16,FY17,Other,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,346.75,0,0,0,0,,,346.75,0.0,True,42563.46135,True,NO,2. Approved
2130,TAS0012305,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.008,TDL SAP,SAP,TDL,4,TD,Technology Delivery,Conference  -  Technology Delivery  -  Accenture,Conference,Accenture,,"Newtown Sq, PA",,,,SAP-Accenture S4 Interlock,,,,,,SAP-Accenture S4 Interlock,SAP,SAP-Accenture S4 Interlock,TAS TDL SAP Approval Group,,Training Complete,12/6/16 0:00,12/7/16,04_Dec,04_Dec,FY17,FY17,Current project/role,,8.0,Yes,8.0,16.0,0.0,185.0,18.0,170.0,373.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,373.0,True,42769.58784,True,NO,3. Complete
2131,TAS0012815,TAS,Atlanta GS 75 Fifth,01.01.207.008,TDL SAP,SAP,TDL,7,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,,Phishing Remediation Training,https://connectedlearning.accenture.com/learningboard/106934-afs-information-security-ambassadors,,,,,,,,Phishing Remediation Training,Security,Phishing Remediation Training,TAS TDL SAP Approval Group,,Training Complete,2/22/17 0:00,3/22/17,06_Feb,07_Mar,FY17,FY17,Other,,2.0,No,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42788.61093,True,NO,3. Complete
2132,TAS0011572,TAS,Whitehall AFS E Broad St,01.01.207.008,TDL SAP,SAP,TDL,5,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,,,CompTIA,,,Renew,CompTIA Security+,https://www.comptia.org/,No,CompTIA Security+,Cert exam,(SECR) Security+,TAS TDL SAP Approval Group,,Training Complete,1/4/17 0:00,1/4/17,05_Jan,05_Jan,FY17,FY17,Current project/role,,1.5,No,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0,0.0,0,0,0,0,,,0.0,50.0,True,42739.60324,True,NO,3. Complete
2133,TAS0013002,TAS,Philadelphia GS 2005 Market,01.01.207.008,TDL SAP,SAP,TDL,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,"Chantilly, VA",Accenture Project Management School,https://mylearning.accenture.com/myl-ui/learner/activityDetails?activityID=1291680&activitySource=LM,,,,,,,,Accenture Project Management School,Proj/Pgm Mgmt,Proj Mgmt School,TAS TDL SAP Approval Group,,Approved,5/15/17 0:00,5/19/17,09_May,09_May,FY17,FY17,Career growth,,40.0,Yes,6.0,46.0,0.0,750.0,225.0,250.0,1225.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,1225.0,True,42794.429619999995,True,NO,
2134,TAS0013271,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.008,TDL SAP,SAP,TDL,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,Technology Curriculum - Accenture Project Management School,A82700,,,,,,,,Technology Curriculum - Accenture Project Management School,Proj/Pgm Mgmt,Proj Mgmt School,TAS TDL SAP Approval Group,,Approved,7/10/17 0:00,7/14/17,11_Jul,11_Jul,FY17,FY17,Current project/role,,40.0,No,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42796.5023,True,NO,2. Approved
2135,TAS0013433,TAS,Columbus GS 400 W. Nationwide Blvd,01.01.207.008,TDL SAP,SAP,TDL,8,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,Chantilly,Technology Curriculum - Accenture Project Management School,A82700,,,,,,,,Technology Curriculum - Accenture Project Management School,Proj/Pgm Mgmt,Proj Mgmt School,TAS TDL SAP Approval Group,,Approved,7/10/17 0:00,7/14/17,11_Jul,11_Jul,FY17,FY17,Current project/role,,40.0,Yes,8.0,48.0,250.0,700.0,300.0,250.0,1500.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,1500.0,True,42797.35053,True,NO,2. Approved
2136,TAS0014130,TAS,Philadelphia Corp 2005 Market,01.01.207.008,TDL SAP,SAP,TDL,8,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,"Chantilly, Virginia",Technology Curriculum - Accenture Project Management School,A82700,,,,,,,,Technology Curriculum - Accenture Project Management School,Proj/Pgm Mgmt,Proj Mgmt School,TAS TDL SAP Approval Group,,Approved,7/10/17 0:00,7/14/17,11_Jul,11_Jul,FY17,FY17,Accenture curriculum,,40.0,Yes,10.0,50.0,500.0,1250.0,275.0,0.0,2025.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,2025.0,True,42807.68973,True,NO,
2137,TAS0014323,TAS,Whitehall AFS E Broad St,01.01.207.008,TDL SAP,SAP,TDL,8,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,"Drive Chantilly, VA",Technology Curriculum - Accenture Project Management School,A82700,,,,,,,,Technology Curriculum - Accenture Project Management School,Proj/Pgm Mgmt,Proj Mgmt School,TAS TDL SAP Approval Group,,Approved,5/15/17 0:00,5/19/17,09_May,09_May,FY17,FY17,Current project/role,,40.0,Yes,10.0,50.0,200.0,1210.0,320.0,140.0,1870.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,1870.0,True,42810.53323,True,NO,
2138,TAS0011184,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.011,TDL Security,Security,TDL,6,TD,Technology Delivery,Client Data Protection  -  Technology Delivery  -  Accenture,Client Data Protection,Accenture,Virtual,,"A39240,Z63018,A03010,A12691,Z50371",https://mylearning.accenture.com/myl-ui/learner/activityDetails?activityID=1324980,,,,,,,,"A39240,Z63018,A03010,A12691,Z50371",Oracle,CDP,TAS TDL Security Approval Group,,Training Complete,12/13/16 0:00,12/20/16,04_Dec,04_Dec,FY17,FY17,Current project/role,,6.0,No,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42717.62032,True,NO,3. Complete
2139,TAS0012393,TAS,Charlotte GS 201 South College,01.01.207.011,TDL Security,Security,TDL,8,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,,,EC-Council,,,New,CEH,https://cert.eccouncil.org/application-process-eligibility.html#ceh,No,CEH,Oracle,(SECR) CEH - Certified Ethical Hacker,TAS TDL Security Approval Group,,Approved,5/1/17 0:00,5/31/17,09_May,09_May,FY17,FY17,Career growth,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0,0.0,0,0,0,0,,,0.0,800.0,True,42772.79705,True,NO,
2140,TAS0012051,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.011,TDL Security,Security,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,,,,,,,New,Certified Ethical Hacker (CEH),https://cert.eccouncil.org/application-process-eligibility.html,No,Certified Ethical Hacker (CEH),Cert exam,(SECR) CEH - Certified Ethical Hacker,TAS TDL Security Approval Group,,Approved,5/1/17 0:00,5/31/17,09_May,09_May,FY17,FY17,Upcoming project/role,,4.0,No,0.0,4.0,0.0,0.0,0.0,0.0,0.0,855.0,0.0,0,0.0,0,0,0,0,,,0.0,855.0,True,42762.42999,True,NO,2. Approved
2141,TAS0011314,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.011,TDL Security,Security,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,SEC 501,https://www.sans.org/course/advanced-security-essentials-enterprise-defender,Sans Institute,,,New,GCED,https://www.sans.org/registration/register.php?conferenceid=1251&os=872#__utma=183869984.507517260.1,Yes,GCED - SEC 501,Cert prep,(SECR) GCED - GIAC Certified Enterprise Defender,TAS TDL Security Approval Group,,Approved,5/1/17 0:00,5/1/17,09_May,09_May,FY17,FY17,Current project/role,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.0,0,0.0,0,0,0,0,,,0.0,689.0,True,42723.801,True,NO,
2142,TAS0015469,TAS,Charlotte Corp 201 South College,01.01.207.011,TDL Security,Security,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,Certified Ethical Hacker (v9),https://www.onlc.com/outline.asp?loc=SCMP&ccode=SCEH90,ONLC,,,New,(CEH) Certified Ethical Hacker,https://www.eccouncil.org/programs/certified-ethical-hacker-ceh/,Yes,(CEH) Certified Ethical Hacker - Certified Ethical Hacker (v9),Cert exam,(SECR) CEH - Certified Ethical Hacker,TAS TDL Security Approval Group,,Approval In Process,5/15/17 0:00,5/19/17,09_May,09_May,FY17,FY17,Current project/role,,40.0,No,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3395.0,0,0,0,0,,,3395.0,0.0,True,42838.46612,True,NO,1. In Process
2143,TAS0002234,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.011,TDL Security,Security,TDL,7,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,,,Secure Ninja,,,Renew,Certifed Information System Security Professional,https://www.isc2.org/,No,Certifed Information System Security Professional,Cert exam,(SECR) CISSP - Certified Information Systems Security Professional,TAS TDL Infrastructure Approval Group,,Training Complete,10/25/16 0:00,10/28/16,02_Oct,02_Oct,FY17,FY17,Other,,32.0,No,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0,0.0,0,0,0,0,,,0.0,2500.0,True,42279.62942,True,NO,3. Complete
2144,TAS0011061,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.011,TDL Security,Security,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,,,SANS,,,New,GCFE,https://www.sans.org/course/windows-forensic-analysis,No,GCFE,Should not have been approved,(SECR) GCFE - GIAC Certified Forensic Examiner,TAS TDL Security Approval Group,,Approved,7/24/17 0:00,7/29/17,11_Jul,11_Jul,FY17,FY17,Career growth,,48.0,No,0.0,48.0,0.0,0.0,0.0,0.0,0.0,689.0,5910.0,0,0.0,0,0,0,0,,,0.0,6599.0,True,42711.590169999996,True,NO,2. Approved
2145,TAS0009531,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.011,TDL Security,Security,TDL,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,SEC401: Security Essentials Bootcamp Style,https://www.sans.org/event/tysons-corner-2016/course/security-essentials-bootcamp-style,SANS,,,Renew,GSEC,http://www.giac.org/certification/security-essentials-gsec#__utma=216335632.1759253837.1474375289.14,Yes,GSEC - SEC401: Security Essentials Bootcamp Style,Cert prep,(SECR) GSEC - GIAC Security Essentials,TAS TDL Security Approval Group,,Training Complete,10/24/16 0:00,10/29/16,02_Oct,02_Oct,FY17,FY17,Current project/role,,40.0,No,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,399.0,0,2810.0,0,0,0,0,,,2810.0,399.0,True,42633.56515,True,NO,3. Complete
2146,TAS0012446,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.011,TDL Security,Security,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,CompTIA CertMaster for CompTIA Security+,https://certification.comptia.org/training/certmaster/security,CompTIA,,,New,CompTIA Security+,https://certification.comptia.org/certifications/security,Yes,CompTIA Security+ - CompTIA CertMaster for CompTIA Security+,Cert exam,(SECR) Security+,TAS TDL Security Approval Group,,Training Complete,2/20/17 0:00,2/21/17,06_Feb,06_Feb,FY17,FY17,Current project/role,,10.0,No,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,386.0,0,0,0,0,,,386.0,0.0,True,42774.45691,True,NO,3. Complete
